Date, Tournament, Round, HomeTeam, AwayTeam, Referee, HomeGoals, AwayGoals, HomeShots, AwayShots, HomeTarget, AwayTarget, HomeCorners, AwayCorners, HomeFouls, AwayFouls, HomeYellows, AwayYellows, HomeReds, AwayReds, HomexG, AwayxG, OddsW1, OddsX, OddsW2, OddsOver2.5, OddsUnder2.5, OddsBttsYes, OddsBttsNo, LineCorners, OverCorners, UnderCorners, LineCards, OverCards, UnderCards, LineShots, OverShots, UnderShots, LineTarget, OverTarget, UnderTarget, HomeElo, AwayElo, ApplyHome
2024-01-21, Africa Cup of Nations, Group Stage, Sudáfrica, Namibia, , 4, 0, 12, 4, 8, 1, 6, 2, 19, 13, 1, 0, 0, 0, , , 2.05, 3.30, 3.80, 2.50, 1.50, 2-10, 1.67,,,,,,,,,,,,, 1455, 1428, false
2024-01-16, Africa Cup of Nations, Group Stage, Mali, Sudáfrica, , 2, 0, 16, 12, 7, 6, 2, 3, 14, 11, 3, 2, 0, 0, , , 2.00, 3.20, 4.20, 2.75, 1.38, 2.40, 1.50,,,,,,,,,,,,, 1620, 1478, false
2024-01-17, Africa Cup of Nations, Group Stage, Marruecos, Tanzania, , 3, 0, 14, 2, 7, 0, 5, 2, 12, 13, 2, 5, 0, 1, , , 1.33, 5.00, 11.00,,,,,,,,,,,,,,,,, 1847, 1347, false
2024-01-17, Africa Cup of Nations, Group Stage, RD Congo, Zambia, , 1, 1, 25, 3, 6, 1, 7, 0, 10, 12, 1, 1, 0, 0, , , 3.00, 2.90, 2.70,,,,,,,,,,,,,,,,, 1486, 1492, false
2024-01-21, Africa Cup of Nations, Group Stage, Marruecos, RD Congo, , 1, 1, 11, 10, 4, 2, 3, 5, 17, 17, 3, 1, 0, 0, , , 1.57, 3.60, 6.50,,,,,,,,,,,,,,,,, 1852, 1486, false
2024-01-21, Africa Cup of Nations, Group Stage, Zambia, Tanzania, , 1, 1, 11, 6, 4, 2, 5, 3, 18, 9, 3, 0, 1, 0, , , 1.95, 3.25, 4.33,,,,,,,,,,,,,,,,, 1492, 1342, false
2024-01-24, Africa Cup of Nations, Group Stage, Zambia, Marruecos, , 0, 1, 11, 19, 2, 7, 3, 7, 9, 17, 0, 1, 0, 0, , , 6.00, 3.75, 1.65,,,,,,,,,,,,,,,,, 1682, 1832, false
2024-01-24, Africa Cup of Nations, Group Stage, Tanzania, RD Congo, , 0, 0, 4, 9, 0, 3, 1, 4, 5, 9, 0, 1, 0, 0, , , 5.50, 4.20, 1.60,,,,,,,,,,,,,,,,, 1352, 1506, false
2022-06-09, Africa Cup Qualifier, , Marruecos, Sudáfrica, , 2, 1, 29, 5, 10, 1, 10, 2, 11, 22, 0, 3, 0, 0, , , 1.50, 3.60, 6.00, 2.20, 1.62, 2.65, 1.38,,,,,,,,,,,,, 1726, 1542, true
2022-06-13, Africa Cup Qualifier, , Liberia, Marruecos, , 0, 2, 4, 8, 0, 2, 2, 4, 26, 17, 4, 1, 0, 0, , , ,,,,,,,,,,,,,,,,,,, 1733, 1317, true
2023-03-24, Africa Cup Qualifier, , Sudáfrica, Liberia, , 2, 2, 17, 8, 5, 5, 5, 4, 13, 11, 0, 2, 0, 0, , , 1.28, 4.75, 8.00, 2.00, 1.77, 2.55, 1.42,,,,,,,,,,,,, 1540, 1307, true
2023-03-28, Africa Cup Qualifier, , Liberia, Sudáfrica, , 1, 2, 13, 10, 2, 4, 4, 2, 11, 24, 1, 4, 0, 0, , , 3.20, 3.10, 2.10, 2.75, 1.42, 2.20, 1.55,,,,,,,,,,,,, 1322, 1525, true
2023-06-17, Africa Cup Qualifier, , Sudáfrica, Marruecos, , 2, 1, 10, 10, 5, 5, 2, 4, 13, 12, 2, 0, 0, 0, , , 3.60, 2.90, 2.00, 2.60, 1.45, 2.45, 1.45,,,,,,,,,,,,, 1539, 1860, true
2023-10-17, Africa Cup Qualifier, , Marruecos, Liberia, , 3, 0, 16, 5, 5, 3, 8, 4, 16, 18, 1, 2, 0, 0, , , 1.13, 7.50, 34.00,,,,,,,,,,,,,,,,, 1838, 1296, true

2025-09-05, WC Qualifiers UEFA, , Suiza, Kosovo, , 4, 0, 10, 7, 5, 1, 3, 4, 11, 10, 2, 0, 0, 0, 1.96, 0.27, 1.38, 4.75, 8.00,,,,,,,,,,,,,,,,, 1845, 1609, true
2025-09-05, WC Qualifiers UEFA, , Eslovenia, Suecia, , 2, 2, 9, 6, 4, 2, 1, 4, 19, 21, 2, 2, 0, 0, 0.46, 1.04, 3.30, 3.10, 2.30,,,,,,,,,,,,,,,,, 1752, 1760, true
2025-09-08, WC Qualifiers UEFA, , Suiza, Eslovenia, , 3, 0, 12, 6, 6, 1, 5, 2, 10, 15, 0, 2, 0, 0, 1.19, 0.81, 1.53, 4.33, 5.50,,,,,,,,,,,,,,,,, 1854, 1747, true
2025-09-08, WC Qualifiers UEFA, , Kosovo, Suecia, , 2, 0, 11, 14, 5, 5, 1, 5, 13, 12, 5, 4, 1, 0, 1.68, 0.60, 4.20, 3.70, 1.80,,,,,,,,,,,,,,,,, 1600, 1765, true
2025-10-10, WC Qualifiers UEFA, , Suecia, Suiza, , 0, 2, 7, 17, 0, 8, 4, 9, 13, 10, 1, 1, 0, 0, 1.28, 2.59, 2.35, 3.30, 2.90,,,,,,,,,,,,,,,,, 1729, 1870, true
2025-10-10, WC Qualifiers UEFA, , Kosovo, Eslovenia, , 0, 0, 5, 11, 0, 2, 2, 4, 10, 12, 2, 2, 0, 0, 0.54, 0.92, 2.30, 3.25, 3.10,,,,,,,,,,,,,,,,, 1636, 1731, true
2025-10-13, WC Qualifiers UEFA, , Eslovenia, Suiza, , 0, 0, 4, 11, 0, 3, 3, 4, 10, 5, 1, 0, 0, 0, 0.35, 0.46, 5.00, 3.75, 1.67,,,,,,,,,,,,,,,,, 1731, 1896, true
2025-10-13, WC Qualifiers UEFA, , Suecia, Kosovo, , 0, 1, 13, 7, 4, 3, 12, 0, 16, 10, 0, 2, 0, 0, 0.90, 1.44, 1.30, 5.00, 9.50,,,,,,,,,,,,,,,,, 1713, 1636, true
2025-11-15, WC Qualifiers UEFA, , Suiza, Suecia, , 4, 1, 9, 6, 7, 3, 4, 3, 13, 18, 1, 4, 0, 0, 2.16, 0.77, 1.57, 4.20, 5.50,,,,,,,,,,,,,,,,, 1892, 1674, true
2025-11-15, WC Qualifiers UEFA, , Eslovenia, Kosovo, , 0, 2, 6, 15, 2, 7, 4, 7, 11, 9, 3, 1, 1, 0, 0.29, 0.94, 1.95, 3.30, 4.20,,,,,,,,,,,,,,,,, 1735, 1665, true
2025-11-18, WC Qualifiers UEFA, , Kosovo, Suiza, , 1, 1, 11, 6, 4, 3, 3, 1, 9, 9, 2, 0, 0, 0, 0.50, 0.48, 5.50, 4.20, 1.53,,,,,,,,,,,,,,,,, 1709, 1902, true
2025-11-18, WC Qualifiers UEFA, , Suecia, Eslovenia, , 1, 1, 11, 17, 2, 3, 6, 7, 6, 11, 2, 1, 0, 0, 1.01, 2.17, 1.67, 3.75, 5.00,,,,,,,,,,,,,,,,, 1664, 1691, true
2025-11-18, WC Qualifiers UEFA, , Austria, Bosnia y Herzegovina, , 1, 1, 10, 8, 3, 1, 4, 2, 8, 9, 1, 2, 0, 0, 1.02, 0.95, 1.36, 5.25, 7.00,,,,,,,,,,,,,,,,, 1834, 1556, true
2025-11-15, WC Qualifiers UEFA, , Bosnia y Herzegovina, Rumania, , 3, 1, 16, 9, 4, 3, 4, 1, 15, 16, 5, 2, 0, 1, 1.75, 1.18, 2.40, 3.40, 2.90,,,,,,,,,,,,,,,,, 1521, 1677, true
2025-10-09, WC Qualifiers UEFA, , Chipre, Bosnia y Herzegovina, , 2, 2, 14, 14, 3, 6, 3, 5, 16, 19, 2, 4, 0, 0, 2.83, 1.64, 4.20, 3.50, 1.85,,,,,,,,,,,,,,,,, 1311, 1517, true
2025-09-09, WC Qualifiers UEFA, , Bosnia y Herzegovina, Austria, , 1, 2, 16, 11, 3, 5, 3, 2, 16, 21, 2, 5, 0, 1, 1.84, 1.81, 5.25, 3.60, 1.70,,,,,,,,,,,,,,,,, 1526, 1846, true
2025-09-06, WC Qualifiers UEFA, , San Marino, Bosnia y Herzegovina, , 0, 6, 4, 22, 1, 10, 0, 6, 17, 20, 2, 2, 1, 0, 0.11, 3.93, 41.00, 12.00, 1.05,,,,,,,,,,,,,,,,, 845, 1523
2025-06-07, WC Qualifiers UEFA, , Bosnia y Herzegovina, San Marino, , 1, 0, 21, 5, 6, 0, 5, 2, 21, 12, 1, 2, 0, 0, 2.62, 0.47, 1.02, 21.00, 51.00,,,,,,,,,,,,,,,,, 1526, 845, true
2025-03-24, WC Qualifiers UEFA, , Bosnia y Herzegovina, Chipre, , 2, 1, 14, 11, 6, 4, 7, 7, 14, 16, 2, 3, 0, 1, 1.61, 1.88, 1.25, 5.25, 13.00,,,,,,,,,,,,,,,,, 1520, 1303, true
2025-03-21, WC Qualifiers UEFA, , Rumania, Bosnia y Herzegovina, Danny Makkelie, 0, 1, 15, 5, 3, 1, 5, 1, 14, 25, 5, 3, 0, 0, 1.30, 0.96, 1.80, 3.60, 4.75,,,,,,,,,,,,,,,,, 1719, 1485, true
2025-11-17, WC Qualifiers UEFA, , República Checa, Gibraltar, , 6, 0, 25, 0, 10, 0, 12, 1, 9, 9, 0, 1, 0, 0, 2.88, 0.00, 1.02, 19.00, 67.00,,,,,,,,,,,,,,,,, 1730, 1018, true
2025-10-12, WC Qualifiers UEFA, , Islas Feroe, República Checa, , 2, 1, 6, 14, 3, 1, 1, 7, 10, 13, 3, 1, 0, 0, 0.39, 1.84, 8.50, 4.50, 1.38,,,,,,,,,,,,,,,,, 1335, 1765, true
2025-10-09, WC Qualifiers UEFA, , República Checa, Croacia, , 0, 0, 11, 10, 2, 2, 5, 6, 17, 8, 0, 2, 0, 0, 0.70, 0.69, 2.90, 3.20, 2.50,,,,,,,,,,,,,,,,, 1761, 1932, true
2025-06-06, WC Qualifiers UEFA, , República Checa, Montenegro, , 2, 0, 13, 6, 7, 3, 8, 4, 23, 10, 1, 3, 0, 0, 1.06, 1.29, 1.38, 4.50, 8.50,,,,,,,,,,,,,,,,, 1756, 1528, true
2025-09-05, WC Qualifiers UEFA, , Montenegro, República Checa, , 0, 2, 22, 20, 5, 10, 6, 6, 13, 16, 4, 1, 0, 0, 1.39, 2.06, 5.00, 3.60, 1.70,,,,,,,,,,,,,,,,, 1514, 1749, true
2025-06-09, WC Qualifiers UEFA, , Croacia, República Checa, , 5, 1, 18, 14, 11, 5, 0, 6, 3, 11, 0, 2, 0, 0, 3.62, 1.68, 1.90, 3.75, 3.75,,,,,,,,,,,,,,,,, 1912, 1764, true
2025-03-25, WC Qualifiers UEFA, , Gibraltar, República Checa, , 0, 4, 1, 29, 0, 12, 0, 12, 10, 10, 3, 1, 0, 0, 0.00, 3.99, 41.00, 15.00, 1.04,,,,,,,,,,,,,,,,, 1053, 1755, false
2025-03-22, WC Qualifiers UEFA, , República Checa, Islas Feroe, , 2, 1, 16, 5, 7, 3, 6, 3, 12, 9, 1, 3, 0, 0, 3.05, 0.32, 1.09, 9.50, 26.00,,,,,,,,,,,,,,,,, 1754, 1277, true

2025-09-09, WC Qualifiers CONMEBOL, , Bolivia, Brasil, , 1, 0, 23, 10, 10, 3, 5, 4, 18, 9, 0, 2, 0, 0, , , 3.60, 3.25, 2.10, 2.15, 1.67, , , 9.5, 2.10, 1.67, 4.5, 2.10, 1.67,,,,,,, 1657, 2007, true
2025-09-09, WC Qualifiers CONMEBOL, , Venezuela, Colombia, , 3, 6, 11, 13, 8, 9, 3, 2, 14, 16, 1, 0, 0, 0, , , 2.90, 3.00, 2.70, 2.25, 1.62, 1.95, 1.80, 8.5, 1.91, 1.80, 4.5, 1.73, 2.00,,,,,,, 1741, 1957, true
2025-09-09, WC Qualifiers CONMEBOL, , Chile, Uruguay, , 0, 0, 16, 6, 3, 3, 8, 3, 8, 14, 1, 1, 0, 0, , , 4.50, 3.40, 1.85, 2.50, 1.50, 2.20, 1.62, 8.5, 2.00, 1.73, 3.5, 1.83, 1.83,,,,,,, 1683, 1914, true
2025-09-09, WC Qualifiers CONMEBOL, , Perú, Paraguay, , 0, 1, 12, 7, 3, 5, 6, 7, 6, 12, 0, 1, 0, 0, , , 2.80, 2.90, 3.10, 3.50, 1.30, 2.63, 1.44, 8.5, 2.10, 1.67, 3.5, 1.73, 2.00,,,,,,, 1731, 1824, true
2025-09-09, WC Qualifiers CONMEBOL, , Ecuador, Argentina, , 1, 0, 11, 8, 4, 0, 2, 8, 13, 10, 4, 3, 1, 1, , , 3.20, 2.80, 2.60, 3.40, 1.33, 2.38, 1.53, 7.5, 1.83, 1.83, 3.5, 2.00, 1.73,,,,,,, 1906, 2136, true
2025-09-04, WC Qualifiers CONMEBOL, , Brasil, Chile, , 3, 0, 22, 3, 7, 0, 4, 3, 14, 11, 1, 1, 0, 0, , , 1.17, 6.50, 17.00, 1.75, 2.05, 3.00, 1.36, 8.5, 1.91, 1.80, 4.5, 2.00, 1.73,,,,,,, 2001, 1889, true
2025-09-04, WC Qualifiers CONMEBOL, , Argentina, Venezuela, , 3, 0, 17, 5, 9, 0, 4, 0, 9, 13, 1, 2, 0, 0, , , 1.22, 5.75, 15.00, 1.85, 1.95, 2.63, 1.44, 8.5, 2.10, 1.67, 4.5, 2.00, 1.73,,,,,,, 2132, 1745, true
2025-09-04, WC Qualifiers CONMEBOL, , Colombia, Bolivia, , 3, 0, 12, 9, 8, 3, 4, 2, 10, 7, 1, 1, 0, 0, , , 1.11, 9.50, 21.00, 1.40, 2.88, 2.50, 1.50, 8.5, 1.91, 1.80, 4.5, 1.91, 1.80,,,,,,, 1950, 1664, true
2025-09-04, WC Qualifiers CONMEBOL, , Uruguay, Perú, Facundo Tello, 3, 0, 24, 11, 7, 3, 6, 1, 8, 14, 2, 3, 0, 0, , , 1.42, 4.20, 9.50, , , 3.00, 1.36,,,,,,,,,,,,, 1901, 1744, true
2025-09-04, WC Qualifiers CONMEBOL, , Paraguay, Ecuador, , 0, 0, 7, 6, 3, 1, 6, 1, 15, 8, 3, 1, 0, 0, , , 2.30, 2.75, 3.90, 3.60, 1.29, 2.75, 1.40, 8.5, 2.10, 1.67, 3.5, 1.73, 2.00,,,,,,, 1825, 1905, true
2025-06-10, WC Qualifiers CONMEBOL, , Perú, Ecuador, , 0, 0, 13, 10, 5, 3, 2, 0, 11, 13, 4, 2, 0, 1, , , 3.30, 2.70, 2.63, 3.50, 1.30, 2.63, 1.44, 8.5, 2.00, 1.73, 5.5, 2.10, 1.67,,,,,,, 1740, 1909, true
2025-06-10, WC Qualifiers CONMEBOL, , Brasil, Paraguay, Facundo Tello, 1, 0, 11, 5, 4, 1, 11, 3, 11, 16, 2, 1, 0, 0, , , 1.38, 4.50, 9.00, 2.10, 1.70, 2.50, 1.50, 8.5, 1.67, 2.10, 4.5, 1.83, 1.83,,,,,,, 1994, 1833, true
2025-06-10, WC Qualifiers CONMEBOL, , Argentina, Colombia, , 1, 1, 10, 11, 3, 5, 4, 6, 16, 12, 2, 4, 1, 0, , , 1.65, 3.60, 5.75, 2.35, 1.57, 2.25, 1.57, 7.5, 1.73, 2.00, 4.5, 1.62, 2.20,,,,,,, 2146, 1936, true
2025-06-10, WC Qualifiers CONMEBOL, , Uruguay, Venezuela, , 2, 0, 12, 10, 5, 1, 10, 1, 15, 10, 2, 3, 0, 0, , , 1.53, 3.90, 7.00, 2.35, 1.57, 2.25, 1.57, 8.5, 1.73, 2.00, 4.5, 1.73, 2.00,,,,,,, 1889, 1757, true
2025-06-10, WC Qualifiers CONMEBOL, , Bolivia, Chile, , 2, 0, 17, 12, 7, 2, 6, 6, 7, 13, 1, 3, 1, 1, , , 1.73, 3.80, 4.75, 1.95, 1.85, 1.91, 1.91, 9.5, 1.91, 1.80, 5.5, 2.00, 1.73,,,,,,, 1636, 1717, true
2025-06-06, WC Qualifiers CONMEBOL, , Venezuela, Bolivia, , 2, 0, 10, 9, 5, 2, 5, 2, 12, 18, 1, 2, 0, 0, , , 1.36, 5.00, 8.50, 1.75, 2.05, 2.10, 1.67, 8.5, 1.83, 1.83, 5.5, 1.83, 1.83,,,,,,, 1742, 1651, true
2025-06-06, WC Qualifiers CONMEBOL, , Colombia, Perú, , 0, 0, 15, 4, 0, 1, 2, 4, 10, 5, 1, 1, 0, 0, , , 1.30, 5.00, 11.00, 1.95, 1.85, 2.50, 1.50, 8.5, 1.83, 1.83, 4.5, 1.83, 1.83,,,,,,, 1951, 1725, true
2025-06-05, WC Qualifiers CONMEBOL, , Chile, Argentina, , 0, 1, 7, 10, 3, 4, 1, 4, 9, 9, 4, 2, 0, 0, , , 5.50, 3.40, 1.73, 2.30, 1.60, 2.10, 1.67, 7.5, 1.67, 2.10, 5.5, 2.20, 1.62,,,,,,, 1724, 2141, true
2025-06-05, WC Qualifiers CONMEBOL, , Ecuador, Brasil, , 0, 0, 7, 3, 3, 2, 4, 3, 14, 9, 0, 0, 0, 0, , , 4.00, 2.90, 2.15, 2.88, 1.40, 2.25, 1.57, 8.5, 1.83, 1.83, 4.5, 1.73, 2.00,,,,,,, 1910, 1993, true
2025-06-05, WC Qualifiers CONMEBOL, , Paraguay, Uruguay, , 2, 0, 12, 5, 5, 1, 5, 7, 18, 10, 2, 0, 0, 0, , , 2.88, 2.63, 3.10, 3.50, 1.30, 2.38, 1.53, 8.5, 2.00, 1.73, 4.5, 1.67, 2.10,,,,,,, 1800, 1921, true
2025-03-25, WC Qualifiers CONMEBOL, , Argentina, Brasil, , 4, 1, 12, 3, 7, 1, 6, 0, 12, 19, 5, 5, 0, 0, , , 2.30, 2.90, 3.60, 2.88, 1.40, 2.25, 1.57, 7.5, 1.80, 1.91, 7.5, 1.91, 1.80,,,,,,, 2115, 2009, true
2025-03-25, WC Qualifiers CONMEBOL, , Colombia, Paraguay, Facundo Tello, 2, 2, 10, 21, 5, 6, 5, 4, 13, 13, 2, 4, 0, 0, , , 1.48, 3.90, 8.00, 2.25, 1.62, 2.50, 1.50, 9.5, 2.10, 1.67, 4.5, 1.67, 2.10,,,,,,, 1964, 1783, true
2025-03-25, WC Qualifiers CONMEBOL, , Chile, Ecuador, , 0, 0, 16, 7, 2, 2, 2, 2, 15, 15, 1, 2, 0, 0, , , 2.80, 3.00, 2.80, 3.10, 1.36, 2.25, 1.57, 7.5, 1.67, 2.10, 4.5, 1.80, 1.91,,,,,,, 1716, 1916, true
2025-03-25, WC Qualifiers CONMEBOL, , Venezuela, Perú, , 1, 0, 12, 11, 5, 1, 4, 1, 15, 14, 3, 2, 0, 0, , , 2.00, 3.10, 4.20, 2.70, 1.44, 2.25, 1.57, 9.5, 2.10, 1.67, 4.5, 1.83, 1.83,,,,,,, 1727, 1740, true
2025-03-25, WC Qualifiers CONMEBOL, , Bolivia, Uruguay, , 0, 0, 32, 11, 7, 0, 16, 3, 10, 5, 1, 2, 0, 0, , , 2.70, 3.00, 2.80, 2.40, 1.53, 2.05, 1.70, 8.5, 1.80, 1.91, 4.5, 2.00, 1.73,,,,,,, 1641, 1931, true
2025-03-21, WC Qualifiers CONMEBOL, , Uruguay, Argentina, , 0, 1, 6, 12, 2, 4, 4, 3, 11, 11, 2, 1, 0, 1, , , 2.63, 2.90, 3.00, 2.88, 1.40, 2.20, 1.62, 7.5, 1.73, 2.00, 5.5, 2.20, 1.62,,,,,,, 1948, 2108, true
2025-03-21, WC Qualifiers CONMEBOL, , Ecuador, Venezuela, , 2, 1, 16, 10, 6, 6, 5, 2, 13, 13, 1, 2, 0, 0, , , 1.33, 4.75, 11.00, 2.08, 1.73, 2.75, 1.40, 8.5, 1.73, 2.00, 4.5, 1.73, 2.00,,,,,,, 1909, 1734, true
2025-03-20, WC Qualifiers CONMEBOL, , Perú, Bolivia, , 3, 1, 12, 15, 7, 5, 3, 4, 10, 17, 0, 0, 0, 0, , , 1.50, 3.75, 8.00, 2.20, 1.65, 2.50, 1.50, 8.5, 1.83, 1.83, 4.5, 1.83, 1.83,,,,,,, 1723, 1658, true
2025-03-20, WC Qualifiers CONMEBOL, , Brasil, Colombia, , 2, 1, 17, 10, 7, 3, 4, 2, 15, 24, 3, 1, 0, 0, , , 1.62, 3.75, 5.75, 2.10, 1.70, 2.05, 1.70, 8.5, 1.83, 1.83, 4.5, 1.67, 2.10,,,,,,, 1996, 1977, true
2025-03-20, WC Qualifiers CONMEBOL, , Paraguay, Chile, , 1, 0, 16, 9, 5, 3, 6, 4, 10, 11, 0, 0, 0, 0, , , 1.80, 3.20, 5.50, 2.60, 1.48, 2.25, 1.57, 8.5, 2.10, 1.67, 5.5, 1.91, 1.80,,,,,,, 1775, 1728, true
2024-11-19, WC Qualifiers CONMEBOL, , Brasil, Uruguay, , 1, 1, 18, 8, 3, 2, 4, 2, 15, 11, 3, 2, 0, 0, , , 1.62, 3.60, 6.50, 2.25, 1.62, 2.20, 1.62, 8.5, 1.83, 1.83, 4.5, 1.67, 2.10,,,,,,, 2005, 1939, true
2024-11-19, WC Qualifiers CONMEBOL, , Argentina, Perú, , 1, 0, 11, 2, 3, 0, 2, 1, 10, 18, 0, 3, 0, 0, , , 1.14, 7.00, 23.00, 1.80, 2.00, 3.25, 1.33, 8.5, 1.83, 1.83, 3.5, 1.73, 2.00,,,,,,, 2106, 1725, true
2024-11-19, WC Qualifiers CONMEBOL, , Chile, Venezuela, Facundo Tello, 4, 2, 8, 8, 5, 3, 1, 4, 9, 13, 1, 3, 0, 0, , , 2.15, 2.90, 4.10, 2.60, 1.48, 2.20, 1.62, 8.5, 1.83, 1.83, 4.5, 1.67, 2.10,,,,,,, 1684, 1773, true
2024-11-19, WC Qualifiers CONMEBOL, , Colombia, Ecuador, , 0, 1, 25, 4, 7, 1, 5, 2, 12, 11, 3, 2, 0, 1, , , 1.70, 3.50, 5.75, 2.60, 1.48, 2.38, 1.53, 8.5, 2.10, 1.67, 5.5, 2.10, 1.67,,,,,,, 2009, 1877, true
2024-11-19, WC Qualifiers CONMEBOL, , Bolivia, Paraguay, , 2, 2, 11, 13, 5, 4, 4, 1, 7, 10, 0, 0, 1, 1, , , 2.00, 3.00, 4.50, 2.38, 1.53, 2.88, 1.40, 9.5, 2.10, 1.67, 4.5, 1.80, 1.91,,,,,,, 1657, 1776, true
2024-11-15, WC Qualifiers CONMEBOL, , Perú, Chile, , 0, 0, 13, 13, 6, 5, 4, 8, 10, 11, 2, 3, 0, 0, , , 2.20, 2.75, 4.20, 3.60, 1.29, 2.63, 1.44, 8.5, 1.83, 1.83, 4.5, 1.62, 2.20,,,,,,, 1734, 1675, true
2024-11-15, WC Qualifiers CONMEBOL, , Uruguay, Colombia, , 3, 2, 10, 10, 5, 4, 6, 1, 18, 14, 4, 2, 0, 0, , , 2.20, 3.10, 3.70, 2.60, 1.48, 2.10, 1.67, 8.5, 1.80, 1.91, 5.5, 1.91, 1.80,,,,,,, 1918, 2030, true
2024-11-14, WC Qualifiers CONMEBOL, , Ecuador, Bolivia, , 4, 0, 28, 1, 15, 1, 12, 1, 13, 5, 0, 1, 0, 1, , , 1.17, 7.00, 21.00, 1.62, 2.25, 2.63, 1.44, 9.5, 1.91, 1.80, 4.5, 1.80, 1.91,,,,,,, 1866, 1668, true
2024-11-14, WC Qualifiers CONMEBOL, , Paraguay, Argetnina, , 2, 1, 8, 9, 2, 1, 6, 2, 17, 9, 3, 1, 0, 0, , , 5.00, 3.10, 1.90, 2.88, 1.40, 2.50, 1.50, 8.5, 1.91, 1.80, 4.5, 2.10, 1.67,,,,,,, 1742, 2140, true
2024-11-14, WC Qualifiers CONMEBOL, , Venezuela, Brasil, , 1, 1, 12, 13, 5, 4, 3, 9, 14, 12, 4, 2, 1, 0, , , 6.50, 3.80, 1.57, 2.20, 1.65, 2.25, 1.57, 9.5, 2.10, 1.67, 4.5, 1.91, 1.80,,,,,,, 1765, 2013, true
2024-10-15, WC Qualifiers CONMEBOL, , Brasil, Perú, , 4, 0, 18, 3, 8, 2, 6, 1, 10, 17, 1, 5, 0, 0, , , 1.20, 6.50, 15.00, 1.85, 1.95, 3.25, 1.33, 8.5, 1.80, 1.91, 4.5, 1.83, 1.83,,,,,,, 2005, 1742, true
2024-10-15, WC Qualifiers CONMEBOL, , Argentina, Bolivia, , 6, 0, 14, 4, 10, 1, 4, 0, 10, 13, 0, 1, 0, 0, , , 1.06, 15.00, 21.00, 1.29, 3.60, 2.63, 1.44, 8.5, 1.73, 2.00, 4.5, 1.83, 1.83,,,,,,, 2137, 1671, true
2024-10-15, WC Qualifiers CONMEBOL, , Uruguay, Ecuador, , 0, 0, 11, 8, 4, 4, 6, 5, 14, 12, 1, 1, 0, 0, , , 1.73, 3.25, 5.75, 2.70, 1.44, 2.50, 1.50, 7.5, 1.67, 2.10, 5.5, 2.20, 1.62,,,,,,, 1927, 1857, true
2024-10-15, WC Qualifiers CONMEBOL, , Paraguay, Venezuela, , 2, 1, 13, 6, 6, 3, 5, 1, 10, 17, 2, 6, 0, 0, , , 1.90, 3.20, 4.50, 2.88, 1.40, 2.50, 1.50, 8.5, 1.91, 1.80, 5.5, 1.83, 1.83,,,,,,, 1724, 1783, true
2024-10-15, WC Qualifiers CONMEBOL, , Colombia, Chile, , 4, 0, 18, 8, 9, 2, 5, 2, 16, 15, 2, 2, 0, 0, , , 1.36, 4.75, 10.00, 2.10, 1.70, 2.63, 1.44, 8.5, 1.83, 1.83, 5.5, 1.67, 2.10,,,,,,, 2025, 1680, true
2024-10-11, WC Qualifiers CONMEBOL, , Perú, Uruguay, Facundo Tello, 1, 0, 13, 8, 3, 3, 5, 2, 17, 6, 0, 1, 0, 0, , , 5.00, 3.10, 1.91, 2.88, 1.40, 2.38, 1.53, 8.5, 2.00, 1.73, 5.5, 2.10, 1.67,,,,,,, 1714, 1955, true
2024-10-10, WC Qualifiers CONMEBOL, , Chile, Brasil, , 1, 2, 7, 14, 1, 4, 4, 7, 14, 12, 2, 2, 0, 0, , , 6.50, 3.60, 1.60, 2.40, 1.53, 2.38, 1.53, 8.5, 1.91, 1.80, 5.5, 1.67, 2.10,,,,,,, 1689, 1996, true
2024-10-10, WC Qualifiers CONMEBOL, , Venezuela, Argentina, , 1, 1, 16, 8, 6, 4, 8, 4, 20, 13, 1, 1, 0, 0, , , 6.25, 3.70, 1.62, 2.35, 1.57, 2.25, 1.57, 8.5, 2.00, 1.73, 4.5, 1.91, 1.80,,,,,,, 1770, 2148, true
2024-10-10, WC Qualifiers CONMEBOL, , Ecuador, Paraguay, , 0, 0, 14, 3, 5, 2, 4, 3, 6, 10, 1, 1, 0, 0, , , 1.55, 3.50, 8.50, 2.70, 1.44, 2.75, 1.40, 8.5, 1.80, 1.91, 5.5, 2.10, 1.67,,,,,,, 1870, 1711, true
2024-10-10, WC Qualifiers CONMEBOL, , Bolivia, Colombia, , 1, 0, 14, 20, 8, 9, 5, 9, 9, 8, 1, 1, 1, 0, , , 3.30, 3.00, 2.40, 2.40, 1.53, 2.05, 1.70, , , , 5.5, 1.83, 1.83,,,,,,, 1636, 2070, true
2024-09-10, WC Qualifiers CONMEBOL, , Paraguay, Brasil, , 1, 0, 7, 9, 2, 3, 4, 6, 13, 8, 4, 2, 0, 0, , , 7.00, 3.90, 1.50, 2.25, 1.62, 2.38, 1.53, 8.5, 2.00, 1.73, 5.5, 2.10, 1.67,,,,,,, 1679, 2028, true
2024-09-10, WC Qualifiers CONMEBOL, , Venezuela, Uruguay, , 0, 0, 20, 8, 6, 2, 5, 5, 7, 17, 3, 0, 0, 0, , , 3.25, 3.00, 2.40, 2.70, 1.44, 2.20, 1.62, 8.5, 2.00, 1.73, 4.5, 1.83, 1.83,,,,,,, 1765, 1960, true
